,Unnamed: 0,Ingredient,Similar Ingredient,Word2Vec Value
1283,1283,참치,미나리,0.8307667970657349
1284,1284,참치,다진마늘,0.8306964039802551
760,760,쌀뜨물,다진파,0.8270013928413391
1470,1470,사과,홍고추,0.8247548341751099
1471,1471,사과,오이,0.8246878385543823
1580,1580,모짜렐라치즈,고추장,0.82325279712677
1472,1472,사과,미나리,0.8229415416717529
1473,1473,사과,물,0.822879433631897
1474,1474,사과,마늘,0.8227415680885315
761,761,쌀뜨물,대파,0.822379469871521
762,762,쌀뜨물,소금,0.8223234415054321
1581,1581,모짜렐라치즈,미나리,0.8213340044021606
763,763,쌀뜨물,홍고추,0.8208539485931396
764,764,쌀뜨물,팽이버섯,0.8206651210784912
1582,1582,모짜렐라치즈,표고버섯,0.8198540210723877
1620,1620,쪽파,당근,0.81981360912323
1583,1583,모짜렐라치즈,설탕,0.8195173740386963
1584,1584,모짜렐라치즈,다진마늘,0.8188543319702148
1621,1621,쪽파,설탕,0.8182251453399658
1622,1622,쪽파,밥,0.8169434666633606
1623,1623,쪽파,후춧가루,0.816188395023346
1624,1624,쪽파,다진파,0.8143975734710693
1570,1570,고구마,무,0.8092384338378906
1571,1571,고구마,소금,0.8061187267303467
1572,1572,고구마,당근,0.8057681918144226
150,150,콩,다진마늘,0.8044251203536987
151,151,콩,소금,0.8042004704475403
1510,1510,들기름,무,0.803560733795166
1573,1573,고구마,식용유,0.8031449317932129
1574,1574,고구마,피망,0.8027254939079285
152,152,콩,청고추,0.8027242422103882
153,153,콩,무,0.8023306131362915
154,154,콩,홍고추,0.8021631836891174
1511,1511,들기름,후춧가루,0.7971632480621338
1512,1512,들기름,소금,0.7970949411392212
1513,1513,들기름,참기름,0.7965481877326965
1514,1514,들기름,피망,0.794216513633728
1020,1020,월계수잎,고춧가루,0.7803657650947571
1021,1021,월계수잎,참기름,0.7787551879882812
1022,1022,월계수잎,다진파,0.7771180868148804
1023,1023,월계수잎,청고추,0.7769426703453064
1230,1230,어묵,물,0.7760796546936035
1231,1231,어묵,가지,0.7758633494377136
1024,1024,월계수잎,다진마늘,0.7757887840270996
1232,1232,어묵,양파,0.7706035375595093
1233,1233,어묵,소금,0.7704247236251831
1234,1234,어묵,참기름,0.7691752910614014
1010,1010,목이버섯,쑥갓,0.7670562267303467
1011,1011,목이버섯,다진마늘,0.766548752784729
1012,1012,목이버섯,소금,0.7639518976211548
1013,1013,목이버섯,새우,0.7638625502586365
1014,1014,목이버섯,된장,0.7633854150772095
970,970,고추,김치,0.7629782557487488
971,971,고추,물,0.7620073556900024
972,972,고추,고춧가루,0.7603515386581421
973,973,고추,후춧가루,0.7599220871925354
1270,1270,말린표고버섯,양파,0.7561412453651428
974,974,고추,소금,0.7559266090393066
1271,1271,말린표고버섯,간장,0.7555458545684814
1272,1272,말린표고버섯,청주,0.754995584487915
1273,1273,말린표고버섯,소금,0.7530041933059692
1274,1274,말린표고버섯,청고추,0.7528053522109985
750,750,미역,다진마늘,0.7500450611114502
1500,1500,브로콜리,홍고추,0.7491545677185059
1501,1501,브로콜리,다진마늘,0.7479933500289917
751,751,미역,소금,0.7475758194923401
752,752,미역,후춧가루,0.7474047541618347
1502,1502,브로콜리,느타리버섯,0.7471579313278198
753,753,미역,새우,0.7470577955245972
1590,1590,조미술,설탕,0.7460390329360962
1503,1503,브로콜리,새우,0.7450327277183533
1504,1504,브로콜리,소금,0.7442145943641663
754,754,미역,홍고추,0.743983268737793
1591,1591,조미술,청고추,0.743735671043396
1592,1592,조미술,물,0.7425241470336914
1593,1593,조미술,소금,0.7416424751281738
1594,1594,조미술,홍고추,0.741439163684845
1180,1180,단무지,다진파,0.732694149017334
1040,1040,돼기고기,밀가루,0.731776237487793
1181,1181,단무지,청고추,0.7302161455154419
1182,1182,단무지,참기름,0.729468584060669
1041,1041,돼기고기,청주,0.7277650833129883
1042,1042,돼기고기,당근,0.7268589735031128
1183,1183,단무지,소금,0.725525975227356
1043,1043,돼기고기,간장,0.7238494157791138
1170,1170,배춧잎,무,0.7236748933792114
1044,1044,돼기고기,소금,0.7236336469650269
1171,1171,배춧잎,밀가루,0.7235702276229858
1172,1172,배춧잎,식용유,0.723462700843811
1184,1184,단무지,다진마늘,0.7228527069091797
1173,1173,배춧잎,설탕,0.7221488952636719
1174,1174,배춧잎,청고추,0.7218774557113647
1610,1610,단호박,고추장,0.706821084022522
1611,1611,단호박,참기름,0.704261302947998
1612,1612,단호박,후춧가루,0.7025564908981323
1613,1613,단호박,다진마늘,0.7025171518325806
1614,1614,단호박,양파,0.7025113701820374
1350,1350,마른고추,물,0.6870676279067993
550,550,국수,대파,0.6858981847763062
1351,1351,마른고추,설탕,0.684422492980957
850,850,꼬치,양파,0.6835955381393433
1352,1352,마른고추,깻잎,0.6817941069602966
551,551,국수,참기름,0.680755615234375
851,851,꼬치,당근,0.6796290874481201
552,552,국수,밤,0.6796061992645264
1353,1353,마른고추,다진마늘,0.6790806651115417
852,852,꼬치,고추장,0.6788392066955566
1354,1354,마른고추,통깨,0.6785846948623657
553,553,국수,식용유,0.6784826517105103
554,554,국수,소금,0.6781367063522339
853,853,꼬치,올리브유,0.6772434711456299
854,854,꼬치,김치,0.6753889322280884
1200,1200,술,육수,0.6300809979438782
1201,1201,술,설탕,0.6281582117080688
1202,1202,술,다진마늘,0.6264723539352417
1203,1203,술,피망,0.6260033845901489
1204,1204,술,양송이버섯,0.625669538974762
1290,1290,꽁치,두부,0.6153979301452637
1291,1291,꽁치,마늘,0.6121830940246582
1292,1292,꽁치,대추,0.6118456125259399
1293,1293,꽁치,홍고추,0.6107203960418701
1294,1294,꽁치,쑥갓,0.6080144643783569
1390,1390,소면,올리브유,0.6040335893630981
1391,1391,소면,맛술,0.6032300591468811
1392,1392,소면,두부,0.601659893989563
1393,1393,소면,후춧가루,0.5999072790145874
1394,1394,소면,깻잎,0.5994617938995361
680,680,만두피,애호박,0.5816763043403625
681,681,만두피,버터,0.5783987045288086
682,682,만두피,대파,0.5763623714447021
683,683,만두피,호박,0.5755794644355774
684,684,만두피,국간장,0.5744802951812744
